tweet,final_label
gettn ready to take a trip to jersey my dads not doing so good he needs a new heartwhoeva sees this please say a prayer for my dad,NEGATIVE
back soon need to run to the shops and cut the grass,NEUTRAL
im up i have a plan to transform my bedroom today random,NEUTRAL
home until tomorrow did my running and spinning now time for chiropractor laundry shopping and visiting family missing nathan,NEGATIVE
thats another sponsor,NEUTRAL
and most of us are going to be stuck in an office some without windows,NEGATIVE
no its not sad should make you proud,NEGATIVE
sorry well try to keep it down,NEGATIVE
is home alone doing hw,NEUTRAL
according to a quarter of families under six live in poverty,NEGATIVE
the plan to not spend money is not going well,NEGATIVE
uploading all my bamboozle pictures of facebook,NEUTRAL
congratulations you guys finish a month early than we do booo,POSITIVE
actually i wish i was back in tahoe i miss it there,NEGATIVE
woke upi wanna stay in my bed,NEUTRAL
but my bday is june this is wack and ihavent seen any promotions for my bday party someone better finagle this asap,NEGATIVE
it would be great if those vips were for some acts id enjoy seeing but noooo,NEUTRAL
marie wish i could make it too i hate my commute sometimes,NEUTRAL
workin a long day today hopefully i can make some good tips,POSITIVE
but it all went too quick and there wasnt a chance lol,NEGATIVE
hates headaches maybe im not ready to rock,NEGATIVE
thanks for the support,POSITIVE
theres really no android twitter app of tweeties calibre,NEUTRAL
had a good day driving up mountains visiting katie eating chips fudge and stocking up on lovely smelling soaps,POSITIVE
nyappy mothers day to your moms,POSITIVE
yeah and im gonna take ur picture off my ipod baby,NEUTRAL
traumatizing moment of my childhood my dogs massacred baby bunnies and my brother and i got out the bb gun,NEGATIVE
lol same herewish there was a way to microsize everythinglol,NEUTRAL
organization itil forget about people and so they fail preaching to the converted it is the people httptrimkwua,NEGATIVE
libertine um glad you enjoyed it,POSITIVE
about to have dinner and then an evening of playing cards already packed and ready to head home tomorrow do we have to go home,NEUTRAL
im allergic to cats my tonsils get swollen and they hurt what do i dooo,NEGATIVE
he says he feels mama tucking him in at night hes lonely but getting by tomorrow will be tough,NEGATIVE
i miss her alot and its only been one day,NEGATIVE
sounds like you all had a great night im glad it was successful,POSITIVE
thanks for sharing that,POSITIVE
you should say mlia instead of fml i hope you find it soon,POSITIVE
garden going well almost all the corn and peas are up no onions or beets up yet though,POSITIVE
nah jkin hes hot so bored now,NEUTRAL
ahhh im sqeaky clean and fresh even though im wearing dirty clothes i love two and a half men its amazing,POSITIVE
yes i have read them many times,NEUTRAL
cuz you play a grown up on twitter,NEUTRAL
i am living in ignorance,NEGATIVE
nope it is telling you that you want cameo creams,NEUTRAL
awwww were gonna miss you,NEGATIVE
we quite like worthing its a relaxing place with nice coffee shops and fresh air and not too many oiks,POSITIVE
terrible haha that was new the fact that he couldnt do it should have cost his part what kind of spock is that,NEUTRAL
today was a lovely day i had fun with and this evening,POSITIVE
betos pizzeria is on banksville rd in i believe the beachview area sorry to answer like years later,NEGATIVE
sigh my sisters bein strange she came all the way from copenhagen to london and now her phones turned off i wanna see her dammit,NEGATIVE
it was amazing,POSITIVE
barbs trying to figure out y the dsl aint connecting i need my google going home to my computer if it dont start working soon smh,NEUTRAL
im sick and sad missing out on martini lounge tonight,NEGATIVE
seems really quiet tonightam jealous of those who are clearly having a more exciting life than me off to bed i think,NEUTRAL
really wishes he had some spare cash to buy the new punch out for wii,NEGATIVE
aw not going to toronto anymore,NEGATIVE
so sorry to hear about your mom that really sucks,NEGATIVE
i feel for you i hope its a smooth flight be safe mucho amor from boston,POSITIVE
cant sleepso im watching hgtv im afraid infomercials are about to take over,NEGATIVE
im getting me my family ready for kaylees graduation its gonna make me so sad,NEGATIVE
sweet dreams,POSITIVE
hay wats ur aim we should chat,NEUTRAL
okay kool i might be touring all summer long but we can make it happen,NEUTRAL
in pain my big toe got stomped on during the hokey cokeu its throbbing anyone have any suggestions to heal it,NEGATIVE
time to watch op then some dead like me then sleep,NEUTRAL
having dinner with my grandma since i couldnt be with my mum,NEUTRAL
haha thanks its for history and its on how the invention of television has influence america lol,POSITIVE
yea so wassup,NEUTRAL
stupid jobs idk what to do,NEGATIVE
shopped til i droppedcome bac sunshine i miss u,NEGATIVE
like your pics lucky girl again,POSITIVE
thank you ive had anxiety issues for years so i think if i can make it through the first couple of days then i will be fine,NEUTRAL
around hours left until a day weekend and i have waaaay too much work to do,NEUTRAL
feeling loved my mom got me a nikon cool pix for my birthday,POSITIVE
there were attempts to somehow extend inner classes which would be close to closure cant find the ref atm,NEUTRAL
yes join us all we require is a cupcake donation,NEUTRAL
i have such a hard time talking to new people i am pretty sure i didnt make a good impression,NEGATIVE
rc haha yup but still have a terrible headache and super swollen and puffy eyes i dont think im going out todayugh,NEGATIVE
cant access your site,NEUTRAL
and the sun is shinningat last,POSITIVE
we are on the slowest train ever it stops everywhere missed a quick train by a few minutes,NEGATIVE
nup no cd either just a whole bunch of zeros and ones you can have for free,NEUTRAL
my graduation day and i feel like a failure,NEUTRAL
ops that lol wasnt supposed to got to twitter,NEUTRAL
i dont think ive ever been so tierd in my lifeughgoodnightso sleeping in tomorrow,NEGATIVE
what are u going to do today my girl,NEUTRAL
why doesnt he want me anymore,NEGATIVE
bad hair day,NEGATIVE
headache,NEGATIVE
sorry guys i didnt sign in for a while sorry every,NEGATIVE
i am just okayokay like the rest of the sane population in the world i hate mondays,NEUTRAL
mozarts requiem,NEUTRAL
i think i am a bit in love with his creations and wit but not that physically attracted to him although he has great style,NEUTRAL
amichael hey thanks for another great day im going to sleep now ill chat with you tomorrow sweet dreams,POSITIVE
i bet its cool down in sr huh its not here i havent stopped sweating since noon when dad and i were packing,NEGATIVE
ohshnapsss is she pissed at blair as usual hahah yeeeah i bake cookies,NEUTRAL
no bueno hollykins needs to feel better asap ps i miss you you done with uni soon arent you soproudofyou,NEUTRAL
httptwitpiccomvvr cool you and your mother have awesome hair styles wish her a happy mothers day,POSITIVE
happy mothers day mothers,POSITIVE
my expression watching this again httptinyurlcomeqbwe,NEUTRAL
stupid bipolar weather ruined my day off,NEGATIVE
i didnt want to tell you but i think its your body odour,NEGATIVE
nice beta for easports still no news on the online for madden,NEUTRAL
thats pretty bad quality and probably the worst pic u posted till date,NEGATIVE
i missed your calls,NEGATIVE
unfortunately for us it looks like there are no funny people on twitter should we move to fb or start our ownflitter,NEGATIVE
just came back from karaoke eating dinner with emily it was sooooo much fun,POSITIVE
discrimination is not a bad thing ive learned to say no my children would say i mastered that years ago,POSITIVE
sure i can talkthe fabulous part though is out sorry dear,NEUTRAL
did you see the sec clip of the new moon trailer its up on etonlinecom check it out its a big tease though,NEGATIVE
just got back from working out im feeling pretty good work at,POSITIVE
ahhh my satz blend didnt save,NEUTRAL
so why should that matter i bet you would be great at it i do its what you love right why not go for it,POSITIVE
dh is just about finished making his giant trio candy bar thank the heavens his work mates are in for a treat tomorrow,POSITIVE
my ear are popping,NEUTRAL
working on diffusing that irritation but this traffic sure isnt helping mother f its always real bad the days th i help plan stuff,NEGATIVE
i submitted my resume the same day and saw no answer back oh well,NEGATIVE
catching up on weeks of lost and greys house is quiet again,NEUTRAL
i love when ryans a housewife makes me smile,POSITIVE
soooim kinda o sick n tired of the bs that guys dish out,NEGATIVE
boo i was hoping for a fake alien story with a tinfoil covered beachball photo,NEGATIVE
hey phillll wazzuppppp,NEUTRAL
missed out on westcott micro apollo too,NEGATIVE
great you can buy me lunch when i get my pay cut next month,POSITIVE
finally gone to the beach yeaaaah,POSITIVE
ranjan did i ever mention what a nice and awesome dude you are,POSITIVE
last weekday of doing nothing school starts next week,NEUTRAL
hello gorgeous girl nice new pic how are you today,POSITIVE
ok that duet was hysterical lol,POSITIVE
ok i have to turn off all of my twitter device updates until i get a new battery phone goes from fully charged to dead in about hours,NEUTRAL
michelle is a hot mama with chichis grande,NEUTRAL
either way you always tend to make my followfriday list sweetie you do rock that much,POSITIVE
no one i know likes boiled peanuts t,NEUTRAL
watched th episode of numbrs loved how they did a throwback to the first episode using the sprinkler theory,POSITIVE
im sleepy but is feeling under the weather ugh these tonsils i need some company or somebody to talk too,NEGATIVE
