filtered text,label
all computers are susceptible to adware and dont believe that apple computers are immune see this post from apple httptcoadwlfrzsm,NEUTRAL
reasons apple could have fallen yesterday forbes aapl httptcovqhzgz,NEUTRAL
apple can yall please send me my fuckin phone,NEGATIVE
anyone know how to fix this xcode apple no simulators tried complete reinstall ios httptconuyyqiohu,NEGATIVE
apple bears get paid as put contracts double amid drop aapl aapl httptcoxdrsvegm,NEUTRAL
httptcoiywkaimss apple early adoption issues for applepay blackfriday tokenization httptcovhycivsixw,NEUTRAL
cnbctv apple fighting monopoly allegations aapl httptcompshuyktb,NEGATIVE
cnbctv iphone growth peaked aapl httptcoitlgpvoar,NEUTRAL
cnbctv analyst worries about iphone growth aapl httptcocasfashg,NEUTRAL
cnbctv cramer applewatch a dazzler aapl httptconnmsaas,POSITIVE
cnbctv cramer trading apple suckers game aapl httptcocpmnqxdwit,NEGATIVE
cnbctv apple heads to trial aapl httptcodafglqiy,NEUTRAL
rt jpdesloges apple bears get paid as put contracts double amid drop aapl aapl httptcoxdrsvegm,NEUTRAL
archimage apple seen a bunch of people tweeting about search twitter then dev forums i dont remember solution,NEUTRAL
apples iad programmatic advertising is a sign of the times but it doesnt match the companys innovative rep httptcoloqpwuz,NEUTRAL
this is huge my isp winteknoc is peering directly with apple netflix google amp others getting ms ping response httptcotiglovqoqs,POSITIVE
apple make sd cards so we can add memory to our iphone because we all know you wont allow sd cards until you profit from it,NEGATIVE
woah cashback from apple store for cybermonday deals at httptcofnrogtoqo ipads iphones mac and more,POSITIVE
all computers are susceptible to adware and dont believe that apple computers are immune see this post from httptcotmwlslzgr,NEUTRAL
apple intraday comments new range premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
reasons apple could have fallen yesterday aapl aapl httptcobhjftcyfn,NEUTRAL
apple apple patents an iphone drop protection mechanism that changes device tuesday december httptcowpnlcmbcsb,NEUTRAL
google chromecast leapfrogs apple tv as the aging media player loses ground to rivals httptcouhvycpb aapl,NEGATIVE
apple macbook httptcofihhonzhm officenerd apple tech httptcodwxqssf,NEUTRAL
my phone keeps fucking freezing apple,NEGATIVE
rt acekituk apple macbook httptcofihhonzhm officenerd apple tech httptcodwxqssf,NEUTRAL
rt acekituk apple macbook httptcofihhonzhm officenerd apple tech httptcodwxqssf,NEUTRAL
gorgeous lighting apple grandcentralstation httptcoiegtpffkhx,NEUTRAL
when you cant hear people through your headphones thank you apple for the headphones and god,NEGATIVE
apple new patent has its iphones doing mid air tricks to avoid breaking httptcovwzwprye technology apple patent tech,NEUTRAL
ive been considering suing apple for putting that shitty u album on my phone,NEGATIVE
apple patents dropproof mechanism breaks laws of physics with antigravity httptcohrgrwfqfrd via tomshardware getagoodcase,NEUTRAL
macrumors kellyhodgkins i believe it i bought an amazon fire tv for apple youve lost another customer,NEGATIVE
apple goes to trial over billion digital music lawsuit in california aapl aapl httptcojaxlsipoqf,NEGATIVE
rt unstanningzarry my phone keeps fucking freezing apple,NEGATIVE
worth reading design comparison of google and apples map apps httptcovguivryc ux,NEUTRAL
ohiloveariana damn i wish i could get u an iphone so we could imessage but i dont have enough money damn damm damn apple,NEUTRAL
morgan stanley sells apple inc but aapl stock still a buy httptcotzvatpsv aapl,NEUTRAL
late apple inc cofounder steve jobs testifies in itunes case httptcoumrfdsvfzo aapl,NEUTRAL
sparkingari apple ikr but u dont need tobc ill hopefully buy one on christmas if my grades are,POSITIVE
rt sparkingari ohiloveariana damn i wish i could get u an iphone so we could imessage but i dont have enough money damn damm damn apple,NEGATIVE
aaplandroid phones to dominate through while ios phone revenue will httptcobvdeyrxtc,NEGATIVE
holiday weekend apple v android who came out on top httptcowepqcuncr httptcopnxqkuymh,NEUTRAL
apple need to sort this bllshit out with safari in yosemite safari can not find server apple macbook yosemiteproblems yosemite,NEGATIVE
apple canaccord merrill up targets on iphone cycle mostly priced into the stock says pac crest aapl aapl httptcoacmujwbfc,NEUTRAL
which are the most popular stocks in each state besides aapl that is find out httptcohiigdzb httptcoerpelhroc,0
apple faces b lawsuit over ipod allegations httptcouaveezw legal tech lawsuit,NEGATIVE
aaplheres why apple wont be a trillion dollar company according to billihttptcokqlubtbz,NEUTRAL
apple gets patent to prevent cracked screens by rotating iphones as they fall httptcoumhiogjj httptcokrknunqt apple,NEUTRAL
timcook not happy with apple appstore backwards compatibility should be a given it is for my other apps why not aperture money grab,NEGATIVE
rt acekituk apple macbook httptcofihhonzhm officenerd apple tech httptcodwxqssf,NEUTRAL
why isnt apple on twitter httptcojjamrpe,NEUTRAL
ggwpapple higher ups can link that link back to your applecom email address,NEUTRAL
hey apple love ya but applecare lowfi hold music is awful would prefer to hear tips on using apple gear better use of my hold time,NEGATIVE
macbook pro nonretina first startup httptcolrkolq via youtube apple macbook macbookpro startup hipster,NEUTRAL
macbook pro in unboxing httptcofimybpxf via youtube apple macbook macbookpro startup hipster unboxing,NEUTRAL
ipad mini unboxing httptcognlywna via youtube apple ipadmini ipad macbook macbookpro startup hipster unboxing,NEUTRAL
ipad mini first time startup httptcovghnzzs via youtube apple ipadmini ipad macbook macbookpro startup hipster unbox,NEUTRAL
apples iphone may face patent dispute from chinese vendor with lookalike device aapl aapl httptcodjfkjjtpg,NEGATIVE
eddy cue speaks about ibooks pricefixing case we feel we have to fight for the truth httptcoeqbkrek aapl,NEUTRAL
russia could ban apple inc iphone for lawmakers report httptcoavwrpc aapl,NEUTRAL
as a die hard apple customer i must say i am truly displeased with the customer service i was given yesterday badservice apple,NEGATIVE
i would like an apple rep to reach out to me and resolve the issue timcook,NEUTRAL
aapl has analyst ratings in the last days and are positive median target upside httpstcoogsalqqhu aapl,NEUTRAL
rt acekituk apple macbook httptcofihhonzhm officenerd apple tech httptcodwxqssf,NEUTRAL
acekituk officenerd apple is this deal still available,NEUTRAL
cnbctv apple arguably most innovative company in world pro aapl httptcoxwvdzckhu,POSITIVE
themancbear acekituk apple hi craig yes this offer is still available please visit us online httptcosxtwaliru to purchase,NEUTRAL
cnbctv day apples antitrust trial aapl httptcofqroudzyow,NEUTRAL
aapl i think it will be valued at s at next yeardeath of steve jobs damaged samsung more than apple,NEUTRAL
eu nice iphone ya got there pity if something were to happen to it httptcovpngwzir apple applenws iphonenews,NEUTRAL
aaplapple heads to trial with steve jobs as a witnesshttptcoqqxcpjptk,NEUTRAL
bloombergtv stevejobs testimony to play key role in ipod trial httptcovvrrzzmudl aapl,0
rt jopocop bloombergtv stevejobs testimony to play key role in ipod trial httptcovvrrzzmudl aapl,NEUTRAL
deutsche bank sees risk of apple iphones sharp production cuts aapl aapl httptcoqhlvagzjku,NEUTRAL
verrcktes gercht iphones zum apple apple watch tuesday december httptcobcjwuzar,NEUTRAL
google chromecast leapfrogs apple tv as the aging media player loses ground to rivals httptcouksuydeki,NEUTRAL
apple gets patent to prevent cracked screens by rotating iphones as they fall httptcotmvyomqvn timmaliyil httptcobquuvupfer,NEUTRAL
apple plz kill verizon soooo i dont have weird apps and passcodes and synchronized locations on everything,NEGATIVE
rt elmetifi aapl i think it will be valued at s at next yeardeath of steve jobs damaged samsung more than apple,NEGATIVE
strikes me as somewhat stupid that apple have sent me a brand new iphone without the latest software on so i cant restore my old stuff,NEGATIVE
apple really needs to do something about these bullshit cords,NEGATIVE
back from the dead old ipods drag apple to court httptcocqmzyqegt aapl stevejobs,NEUTRAL
up is apple supplier skyworks still a buy swks aapl brcm mu qcom vti httptcoycxomnmhqo,NEUTRAL
gorgeous iphone apps with surprising designs and amazing visuals bgr aapl httptcoukosyokmn,POSITIVE
aaplstripe banks m in fundraising roundhttptcoqjmibqgcak,0
rt idsa legendary apple designer susankare gives young designers simple rules to follow httptcomzsvxdl via fastcodesign,NEUTRAL
apple my iphone which has been sitting quietly for a year in a protective case just split open at the back httptcopyohjiug,NEGATIVE
ncrcorporation silver merchants prefer bitcoin to apple applepay httptcofhqcltzk payments retail banking,NEUTRAL
yes apple now is a perfect time to lock my screen and install a software update without asking not,NEGATIVE
me too mt msnarcissistic as a die hard apple customer i am truly displeased with the customer service i was given yesterday badservice,NEGATIVE
chinese phone vendor claims apples iphone looks too similar aapl aapl httptcotcrneayjx,NEUTRAL
samjam agreedhave to give props to apple for battery life on new iphones its so good tlchat,POSITIVE
winter can be scary but you can stay safe winnipeg with our free apple app httptcowyjvgqwqt,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcorzuiwcdn,NEUTRAL
rt jpdesloges apple fibonacci technicals levels intraday update aapl aapl httptcorzuiwcdn,NEUTRAL
apple i hate the microphone shit on the imessage please take it the fuck off,NEGATIVE
a sounds like i need to upgrade to the apple iphone although my spacious purse holds many items tommyhilfiger storeystl tlchat,NEUTRAL
apple patents method to make iphones fall like a cat aapl httptcozrkjvuqke,NEUTRAL
aaplapple should fight the new court case over steve jobs drm decisionhttptcoseyrhrav,NEUTRAL
apple in the dock billion antitrust claim casts stevejobs as conspirator aapl httptcoqzatitlr,NEGATIVE
apple bears get paid as put contracts double amid drop aapl httptcormbmmgej,NEUTRAL
sjspencee apple hell yeah steve stick it to the man,POSITIVE
dear apple ive been an apple user for over years and cant remember a bug like this current safari on fixit httptcoalssdigw,NEGATIVE
dear apple kindly fuck off with your ma format regards music listeners everywhere,NEGATIVE
if blackberry were like apple would have been released already bb is not playing catch up they have time to assure its perfect,NEUTRAL
a speaking of wearables the new fitbit chargehr amp an apple iphone i want to eat latkes and run in place tlchat travlandleisure,NEUTRAL
littlewordbites apple tommyhilfiger sounds like wed travel well together then tlchat,NEUTRAL
littlewordbites travlandleisure apple gt a chipping in here i am inspired by the iphone takes incredible photos pin sharp,POSITIVE
was pleased to meet a fellow tweep at apple connected event a fellow tbcoach practitioner wyokari it was great to meet irl txed,POSITIVE
our buddies arccosgolf are at eye level in the apple store startups ctnext stamfordicenter nice httptcorjyzgu,NEUTRAL
apple watch on track for february release testing underway rumour aapl aapl httptcovjowvvdfx,NEUTRAL
uberfacts i can think of reasons not to if your on a s fuck apple,NEGATIVE
rt jpdesloges apple watch on track for february release testing underway rumour aapl aapl httptcovjowvvdfx,NEUTRAL
